Time,Provider,Latitude,Longitude,Altitude,VerticalAccuracyMeters,Speed,SpeedAccuracyMetersPerSecond,Accuracy,Bearing,BearingAccuracyDegrees,beautiful,boring,depressing,lively,safety,wealthy,,
2019-12-12 10:21:01:318,gps,30.489572249059876,114.43929993915455,28.49749756,20.91662788,0.00000000,0.24413112,13.70660686,0.00000000,0.00000000,25.97796630859375,65.61557769775389,54.59710311889648,47.99758911132813,38.74301528930664,39.01832580566406,,
2019-12-12 10:21:02:319,gps,30.48957226905166,114.43929994913582,28.49810791,20.62446785,0.00000000,0.24413112,13.53731918,0.00000000,0.00000000,27.22502899169922,65.63612365722656,54.27470779418945,48.23185729980469,39.250633239746094,38.96079635620117,,
2019-12-12 10:21:03:316,gps,30.48957225904878,114.43929994913495,28.49847412,20.12988472,0.00000000,0.34205264,13.26303864,0.00000000,0.00000000,24.054851531982422,67.13809967041016,56.67621612548828,50.49393844604492,38.529579162597656,41.36500549316406,,
2019-12-12 10:21:04:313,gps,30.48957226905166,114.43929994913582,28.49804688,20.12499619,0.00000000,0.36400551,13.45351124,0.00000000,0.00000000,21.543460845947266,65.88393402099611,54.17426681518555,42.57259750366211,34.740936279296875,39.00228500366211,,
2019-12-12 10:21:05:313,gps,30.48960950754869,114.43936579712614,28.61676025,19.81968307,0.22000000,0.34999999,13.58982468,98.19999695,2.50952029,23.408864974975586,62.47733688354492,60.06291198730469,45.712623596191406,37.52431106567383,35.5719108581543,,
2019-12-12 10:21:06:313,gps,30.489605994492294,114.43937438915717,28.19763184,19.24501038,1.05999994,0.31764761,13.31276226,98.19999695,4.83802462,26.395854949951172,58.55905532836914,53.56848907470703,51.32905960083008,35.27869033813477,43.336082458496094,,
2019-12-12 10:21:07:313,gps,30.48960167879937,114.43939182293092,27.71704102,12.62888813,1.84000003,0.84504437,13.22918701,98.30000305,3.68783951,22.91156768798828,50.61853408813477,62.43632888793945,36.2369270324707,35.998538970947266,37.52724838256836,,
2019-12-12 10:21:08:313,gps,30.489594432738798,114.43941603249185,27.18560791,13.11035347,3.01999998,0.99005049,13.18360806,98.19999695,2.68829656,24.05681800842285,57.72674942016602,61.86357879638672,36.37332153320313,40.20885848999024,42.631080627441406,,
2019-12-12 10:21:09:313,gps,30.48958778308132,114.43945713728047,27.35668945,13.75466251,4.51999998,0.71344239,13.20780087,98.09999847,1.96458399,26.3345947265625,57.00398254394531,61.57394409179688,55.33150100708008,37.206459045410156,43.50786590576172,,
2019-12-12 10:21:10:310,gps,30.489581500360867,114.43951464818605,27.39239502,12.51221371,5.76000023,0.78032047,13.00036240,98.19999695,1.31542659,30.314437866210938,57.330078125,50.34105682373047,42.91299819946289,40.25045394897461,35.26603317260742,,
2019-12-12 10:21:11:314,gps,30.489573952152444,114.43957569152708,28.03857422,12.84103680,6.40999985,0.71309185,12.71860218,98.30000305,1.56829679,17.638654708862305,62.57022094726562,47.52555465698242,49.62163543701172,36.991859436035156,45.058349609375,,
2019-12-12 10:21:12:317,gps,30.48956235535747,114.43964187370725,27.52001953,12.96015549,6.51999998,0.76609397,12.45374489,98.09999847,1.18437874,19.310483932495117,66.35228729248047,53.20818328857422,52.48856735229492,41.20417404174805,48.0414924621582,,
2019-12-12 10:21:13:317,gps,30.489554365384738,114.43971090009893,27.88439941,12.96443081,6.88000011,0.84628600,12.18164921,98.19999695,1.50155938,22.925514221191406,56.116943359375,56.18760299682617,43.63347625732422,39.43220520019531,39.18680953979492,,
2019-12-12 10:21:14:315,gps,30.489542876100654,114.43978563411247,26.93109131,12.92724419,7.21999979,0.81541401,12.01443768,97.69999695,1.41774189,15.715412139892578,56.994300842285156,56.0976676940918,45.39393997192383,34.56626510620117,36.93282318115234,,
2019-12-12 10:21:15:313,gps,30.48952944331098,114.43986929911921,27.85723877,12.72319317,7.67000008,0.80709356,11.88526821,98.19999695,1.44631529,20.61487579345703,59.68014907836914,63.09222030639648,45.12909317016602,32.93675994873047,39.70176696777344,,
2019-12-12 10:21:16:311,gps,30.489514550221315,114.43995967967139,27.63568115,13.12202740,7.90999985,0.73539108,11.71274185,98.50000000,1.35179329,20.43992042541504,58.3454704284668,56.88151550292969,53.29694366455078,33.35943603515625,45.39091491699219,,
2019-12-12 10:21:17:312,gps,30.48950442206102,114.44004034054362,27.76800537,13.07619286,7.98999977,0.73824114,11.57003689,98.30000305,1.02055359,24.47624969482422,57.31519317626953,49.76614761352539,54.27894592285156,37.05398178100586,44.54403305053711,,
2019-12-12 10:21:18:314,gps,30.48949031088259,114.44013605925875,28.12945557,13.05613995,8.68999958,0.67623961,11.55493069,98.80000305,1.12615287,28.41413688659668,63.01633834838867,52.81111145019531,48.62640380859375,40.80802917480469,39.48506546020508,,
2019-12-12 10:21:19:345,gps,30.489472179122615,114.44023110859146,28.29681396,13.51366138,9.39999962,0.73006850,11.62999058,99.80000305,1.05126345,22.224424362182617,61.94524383544922,53.70792007446289,47.42567443847656,38.00392532348633,42.72703170776367,,
2019-12-12 10:21:20:317,gps,30.48945144072439,114.44033690468194,28.80590820,13.38888645,9.92000008,0.97744566,11.67328358,100.00000000,1.09100783,22.34022331237793,58.37482833862305,53.10956192016602,46.17892837524414,38.21979522705078,38.28565216064453,,
2019-12-12 10:21:21:326,gps,30.489432494375855,114.4404413133195,29.51983643,13.14094448,10.31999969,0.75663728,11.58216667,99.90000153,1.00183618,24.050504684448242,64.64942932128906,61.53295135498047,39.36130142211914,37.77409362792969,36.082275390625,,
2019-12-12 10:21:22:297,gps,30.489409396201793,114.4405527262851,30.08483887,12.70300102,10.77000046,1.09123778,11.48389626,99.90000153,0.90206915,24.90745735168457,62.70231628417969,64.8328857421875,49.99844360351562,34.65940475463867,39.15510940551758,,
2019-12-12 10:21:23:296,gps,30.48938959897566,114.44066377971015,32.13592529,12.85135746,11.06000042,1.39817739,11.78944683,100.00000000,0.91990525,24.955673217773438,61.38445281982422,62.397926330566406,50.13919448852539,37.98918533325195,42.32670974731445,,
2019-12-12 10:21:24:299,gps,30.489368974821875,114.4407790535195,31.97674561,13.74340439,11.19999981,1.57063687,12.77171135,100.30000305,0.91122794,22.65373420715332,61.3063850402832,55.81764602661133,38.083984375,30.81022644042969,36.822601318359375,,
2019-12-12 10:21:25:313,gps,30.489347301821134,114.44088613404442,31.91870117,13.96961880,10.72000027,0.89308453,12.33522415,100.90000153,0.90972090,24.322824478149414,63.23887252807617,53.05889129638672,33.500152587890625,32.73754501342773,38.72592544555664,,
2019-12-12 10:21:26:302,gps,30.48932516454958,114.4409956986873,31.67205811,10.30089951,10.44999981,1.25207829,12.52979374,101.30000305,0.91000646,25.776792526245117,66.42617034912111,56.88787078857422,36.99356460571289,31.60170936584473,35.665584564208984,,
2019-12-12 10:21:27:299,gps,30.489303220509417,114.44110276811453,31.61956787,10.85337067,10.57999992,1.46986389,12.87915421,102.30000305,0.85692799,14.992269515991211,59.35838317871094,62.38132095336914,36.81997299194336,34.84135055541992,40.5356330871582,,
2019-12-12 10:21:28:299,gps,30.489277868702377,114.44121409757271,31.86682129,11.25472927,10.69999981,1.59238815,13.38683796,104.19999695,0.93972409,16.13264274597168,59.12146377563477,58.84543228149414,36.00998306274414,35.32944107055664,40.96335983276367,,
2019-12-12 10:21:29:295,gps,30.489254294128806,114.44131381155522,32.97863770,11.73686790,10.52999973,1.05475116,13.39353180,105.59999847,0.97587556,25.008392333984375,58.610511779785156,56.28342819213867,38.6953353881836,33.56792449951172,42.74047470092773,,
2019-12-12 10:21:30:306,gps,30.489230781609834,114.44141859416128,32.02154541,11.74559021,10.84000015,0.91967386,13.21671295,105.50000000,1.04863131,23.39708709716797,61.99612426757813,56.391990661621094,37.5741081237793,34.55332565307617,43.05241394042969,,
2019-12-12 10:21:31:297,gps,30.48920368806587,114.44152976215722,32.63879395,11.48618221,11.35000038,0.77987176,12.83719158,105.09999847,1.02029264,27.188339233398438,58.48537826538086,53.83338165283203,32.730621337890625,35.31519317626953,41.51208114624024,,
2019-12-12 10:21:32:302,gps,30.489182667806595,114.44165290418923,33.29296875,11.30508327,11.85999966,0.78492039,12.67188072,104.50000000,1.00719941,31.168487548828125,64.26937866210939,51.864601135253906,33.689132690429695,35.26304244995117,43.24189376831055,,
2019-12-12 10:21:33:302,gps,30.48916110954874,114.44177418948955,32.69146729,11.27150440,12.31999969,0.77833158,12.69538593,103.30000305,0.99289787,34.429100036621094,66.45633697509766,44.83970642089844,45.24784469604492,33.09534072875977,45.78343963623047,,
2019-12-12 10:21:34:315,gps,30.489139772846737,114.44189407715798,31.20672607,10.77057076,12.60999966,0.58796257,12.38847733,102.09999847,0.91355807,39.23838424682617,61.93855285644531,44.66920852661133,44.79905319213867,34.08540725708008,44.63703918457031,,
2019-12-12 10:21:35:293,gps,30.48911068095905,114.4420287312642,29.94494629,10.33558559,13.17000008,0.62681735,12.15301228,101.90000153,0.89538360,38.08089065551758,62.64552307128906,39.14982604980469,55.54858016967773,37.250953674316406,44.26704788208008,,
2019-12-12 10:21:36:308,gps,30.489089495264786,114.44218003876114,29.69171143,9.34419155,13.68000031,0.35846898,11.45786667,101.50000000,0.77712572,38.308067321777344,58.37628173828125,41.68259811401367,50.04930114746094,36.13035202026367,46.94174194335938,,
2019-12-12 10:21:37:292,gps,30.489063565130625,114.44232618610322,28.48071289,8.93460560,14.35000038,0.77620876,11.30665398,101.59999847,0.68956131,35.73171615600586,61.95046615600586,38.23166275024414,54.69419860839844,27.60431671142578,43.03096771240234,,
2019-12-12 10:21:38:302,gps,30.489038794460434,114.44248536384157,27.79809570,8.01752186,14.97000027,0.31622776,10.84800339,101.50000000,0.62908316,25.66419219970703,65.43185424804689,55.71611404418945,35.30173873901367,30.68887138366699,39.62823486328125,,
2019-12-12 10:21:39:286,gps,30.48900872752811,114.44264693464412,26.81909180,7.60141182,15.44999981,0.70604533,10.69879818,101.90000153,0.65062737,31.01176643371582,67.58456420898439,42.38933181762695,40.10651016235352,35.161136627197266,42.03425979614258,,
2019-12-12 10:21:40:302,gps,30.488980510598196,114.44280167952925,27.26232910,7.22689390,15.50000000,1.04350376,10.71427536,100.59999847,0.63269216,38.244693756103516,65.18900299072266,34.92657470703125,42.56935501098633,35.45181655883789,38.56681823730469,,
2019-12-12 10:21:41:305,gps,30.48895622701529,114.44296079391627,27.52172852,6.53345919,15.56000042,0.97948968,10.60067368,98.90000153,0.64601296,32.43446731567383,58.87680435180664,38.16154479980469,39.93814086914063,41.55723190307617,44.67577362060547,,
2019-12-12 10:21:42:315,gps,30.488935929103103,114.44310991977063,26.12628174,6.06742525,15.56000042,0.63126856,10.39925861,98.59999847,0.58618885,36.88373565673828,62.49533462524414,40.22229766845703,35.46042251586914,37.96370315551758,41.750736236572266,,
2019-12-12 10:21:43:315,gps,30.488913342193474,114.44327016947923,27.04022217,5.93358994,15.61999989,0.92633688,10.44704723,98.69999695,0.61768073,28.248525619506836,65.76860046386719,48.78795623779297,44.388938903808594,34.095882415771484,45.14677047729492,,
2019-12-12 10:21:44:335,gps,30.488891387321676,114.44342856222264,26.05139160,5.86957550,15.65999985,0.96166521,10.61009026,98.90000153,0.63375252,34.03575897216797,65.455322265625,43.82356262207031,39.2374382019043,34.899940490722656,41.51140594482422,,
2019-12-12 10:21:45:337,gps,30.488865796384435,114.44358947779799,26.33563232,5.78128862,15.72000027,0.50328916,10.58266926,100.50000000,0.63079286,30.294471740722656,61.69667434692383,43.08449935913086,48.17081069946289,35.851844787597656,43.69474792480469,,
2019-12-12 10:21:46:308,gps,30.488836372140735,114.44375111021867,27.35778809,5.44853878,15.81999969,0.93085980,10.78252125,101.40000153,0.65051115,36.74311065673828,65.40930938720703,44.47604370117188,36.39179229736328,32.99054336547852,37.74321746826172,,
2019-12-12 10:21:47:309,gps,30.488812245607086,114.44391445799809,26.54760742,5.25688696,16.00000000,0.61073726,10.70464039,99.80000305,0.63603765,22.42191505432129,65.02742767333984,36.68777465820313,34.839431762695305,33.57932662963867,41.92256164550781,,
2019-12-12 10:21:48:309,gps,30.488787891351567,114.44408190518939,27.34631348,5.00345469,15.89000034,0.97200823,10.79773045,98.69999695,0.71048963,41.53817367553711,65.33064270019531,35.37224578857422,33.36137008666992,33.07996368408203,35.475250244140625,,
2019-12-12 10:21:49:318,gps,30.488766966540574,114.44423091351177,26.83789062,4.69304752,14.78999996,0.98234415,10.69590569,99.00000000,0.68302983,27.789037704467773,65.93039703369139,40.45696258544922,30.516658782958984,29.491191864013672,37.59320068359375,,
2019-12-12 10:21:50:309,gps,30.48874335086746,114.44437941174579,26.65472412,4.30012417,14.18000031,0.99035347,10.69156170,100.00000000,0.70989072,33.78926086425781,69.08501434326172,41.16190719604492,40.655670166015625,28.73094749450684,40.3326530456543,,
2019-12-12 10:21:51:301,gps,30.48871921058093,114.44452392806913,26.76037598,4.47353458,14.23999977,0.55901700,10.77455997,100.90000153,0.71013063,26.159225463867188,63.36070251464844,40.69748306274414,35.565860748291016,36.60010147094727,38.577545166015625,,
2019-12-12 10:21:52:305,gps,30.488694935338597,114.44467710346564,26.31109619,4.43387794,14.51000023,0.58412325,10.69192505,101.50000000,0.75960541,21.694177627563477,66.99269866943361,49.91404342651367,36.71205139160156,37.45105361938477,42.63415908813477,,
2019-12-12 10:21:53:311,gps,30.48866995231976,114.44482206670698,26.29864502,4.06620502,14.77999973,0.87206650,10.48243046,100.80000305,0.64132625,24.863914489746094,59.26032638549805,44.947532653808594,42.8074951171875,37.18403244018555,39.34294128417969,,
2019-12-12 10:21:54:307,gps,30.488646457982977,114.44497368368991,27.06298828,3.52079272,14.97000027,0.89106679,10.32960701,99.69999695,0.64562404,30.93564796447754,64.90438079833984,40.26106262207031,41.051673889160156,39.8317756652832,39.006160736083984,,
2019-12-12 10:21:55:304,gps,30.48862352267698,114.44513150524102,27.21752930,2.66595364,15.31000042,0.63600314,10.25733280,99.59999847,0.63872778,34.32147979736328,61.38900375366211,42.88629150390625,38.07915496826172,35.028079986572266,41.67473983764648,,
2019-12-12 10:21:56:305,gps,30.488597653703053,114.44529648869049,27.47869873,2.80740356,15.64999962,0.59033889,10.19247913,100.30000305,0.67268485,32.600257873535156,59.22945022583008,49.440406799316406,40.87203598022461,38.99897003173828,45.073219299316406,,
2019-12-12 10:21:57:311,gps,30.48857234619059,114.44545397848518,27.40173340,2.78927302,16.02000046,0.70767224,10.13871002,100.80000305,0.64386702,40.410858154296875,56.387596130371094,35.59140014648437,36.99909973144531,38.7714729309082,38.95869064331055,,
2019-12-12 10:21:58:282,gps,30.48854292843343,114.44562233128929,27.70080566,2.50000000,16.30999947,1.14402795,10.32249451,101.80000305,0.65224475,39.728458404541016,59.81846237182617,45.62896728515625,43.40121841430664,39.12301635742188,40.669525146484375,,
2019-12-12 10:21:59:287,gps,30.488510742399118,114.44578848773698,27.89276123,2.77072263,16.52000046,1.15420973,10.44183445,102.40000153,0.65448725,31.313579559326172,61.60675048828125,54.6380729675293,31.73619270324707,33.85085678100586,44.8130989074707,,
2019-12-12 10:22:00:304,gps,30.48847279364664,114.44596654430605,28.27435303,2.90223312,16.92000008,1.01671040,10.44561291,103.09999847,0.69492489,27.468629837036133,57.866477966308594,49.0249252319336,39.57481002807617,35.47644424438477,38.25911331176758,,
2019-12-12 10:22:01:319,gps,30.488438309697717,114.446129695085,26.37689209,3.08052111,17.35000038,0.98858488,10.58356953,103.80000305,0.65277582,32.704803466796875,57.74419403076172,40.99861526489258,39.5937385559082,31.870275497436523,46.33588790893555,,
2019-12-12 10:22:02:316,gps,30.48840037375784,114.44629872038637,25.12359619,3.50737333,17.70000076,0.98858488,10.91103649,104.19999695,0.65286750,28.5734806060791,57.75060272216797,40.16658401489258,36.44240951538086,30.796545028686523,43.97541427612305,,
2019-12-12 10:22:03:307,gps,30.488358264472613,114.44648601044182,25.25903320,3.83972335,18.10000038,0.58898216,11.02959633,104.69999695,0.68416882,26.67829132080078,62.2110710144043,45.89632034301758,40.69676208496094,31.55796241760254,37.9849739074707,,
2019-12-12 10:22:04:318,gps,30.488312279981578,114.44667487480662,25.04827881,3.87049556,18.53000069,0.91934758,10.89304256,105.00000000,0.59486496,37.184444427490234,60.784912109375,42.07075500488281,37.137184143066406,31.02717399597168,36.64907836914063,,
2019-12-12 10:22:05:303,gps,30.488268811358626,114.44685989702037,25.11450195,4.30848694,18.95000076,0.50249380,10.97759151,104.90000153,0.53169006,28.848094940185547,59.79377746582031,38.811073303222656,35.16168212890625,33.91757202148437,43.11802291870117,,
2019-12-12 10:22:06:300,gps,30.488221885618728,114.44705349670255,25.69091797,4.37612724,19.37999916,0.48836461,10.99062347,105.30000305,0.52694821,26.89983558654785,63.90045928955078,43.12296676635742,42.75095748901367,34.88684463500977,40.25158309936523,,
2019-12-12 10:22:07:297,gps,30.488173771439037,114.44725091535291,26.19915771,4.17151880,19.61000061,0.53075421,10.93878365,105.40000153,0.52984309,34.80732727050781,57.95858764648438,37.493106842041016,46.83553695678711,37.02013397216797,39.75535202026367,,
2019-12-12 10:22:08:300,gps,30.48812354115164,114.44745060655143,26.23284912,4.00460672,19.55999947,0.50931329,10.87529182,105.50000000,0.57549745,26.8137149810791,61.76335906982422,41.86992645263672,41.32747268676758,33.53455352783203,43.09333801269531,,
2019-12-12 10:22:09:311,gps,30.48807639959403,114.44763915341838,26.30072021,3.52933860,18.36000061,0.89872134,10.58059216,105.50000000,0.55484211,17.958168029785156,57.289222717285156,47.93769836425781,35.408599853515625,39.41088104248047,37.50118637084961,,
2019-12-12 10:22:10:306,gps,30.488037630416525,114.44781547933142,26.61065674,3.61099625,17.75000000,0.90271813,10.47141933,104.50000000,0.50943112,25.311317443847656,56.02641296386719,36.87263488769531,43.583927154541016,32.16104888916016,44.3254508972168,,
2019-12-12 10:22:11:314,gps,30.487997093034142,114.44800117071735,26.97882080,3.57437682,17.93000031,0.73006850,10.43609333,103.50000000,0.54381669,31.064565658569336,61.7148551940918,35.67597961425781,40.88386154174805,37.87170791625977,41.979190826416016,,
2019-12-12 10:22:12:313,gps,30.48796000913144,114.44818467625547,26.04925537,3.67807388,18.26000023,0.72249568,10.52404976,104.00000000,0.54766721,29.400043487548828,58.6002311706543,47.80271911621094,40.67952346801758,37.25922393798828,41.3333854675293,,
2019-12-12 10:22:13:306,gps,30.487916007296384,114.44836514719842,25.81164551,3.59744787,18.60000038,0.91438502,10.43466854,104.90000153,0.48865926,30.282625198364258,60.56114959716797,43.59732437133789,39.26818466186523,37.54085159301758,41.707252502441406,,
2019-12-12 10:22:14:309,gps,30.487870396637856,114.44855521277277,26.09381104,3.44077253,18.98999977,1.01178062,10.39452171,105.90000153,0.49097300,24.189809799194336,59.01435852050781,43.7412109375,40.92062759399414,34.173267364501946,39.67952728271485,,
2019-12-12 10:22:15:305,gps,30.487819795286075,114.4487496654035,26.38293457,3.63810968,19.31999969,1.04139328,10.55402946,106.80000305,0.49685821,35.07175064086914,59.19162368774414,46.1539421081543,38.280555725097656,35.099884033203125,41.403133392333984,,
2019-12-12 10:22:16:301,gps,30.487766035947796,114.44895280440547,26.31793213,3.55457139,19.70999908,0.52402288,10.48585224,107.09999847,0.53128362,31.34707260131836,58.78548812866211,52.16157913208008,43.83211898803711,35.47704696655273,39.59309005737305,,
2019-12-12 10:22:17:301,gps,30.487711723742986,114.44914545781856,26.13012695,3.08971095,19.51000023,0.52345008,10.30702591,107.80000305,0.54488772,37.4110221862793,56.54499816894531,52.62727355957031,27.04192543029785,35.82999801635742,34.719539642333984,,
2019-12-12 10:22:18:297,gps,30.48765978494415,114.44933027949615,25.97393799,3.06181145,19.21999931,0.91934758,10.31862164,108.30000305,0.48662606,35.76292037963867,60.26025772094727,46.55416488647461,39.16268539428711,33.99894332885742,39.6093635559082,,
2019-12-12 10:22:19:302,gps,30.487599354526914,114.44952492416843,26.20568848,2.81021070,19.15999985,0.21260291,9.96386719,108.80000305,0.49630311,27.68442153930664,63.24262619018555,43.13945770263672,38.81724166870117,33.63561248779297,45.11738204956055,,
2019-12-12 10:22:20:307,gps,30.48754733745726,114.44971276513229,25.78259277,2.59522820,19.35000038,0.26076809,9.96155262,108.69999695,0.44462085,37.05461120605469,60.48602676391602,42.0454216003418,34.701980590820305,34.13021469116211,40.20231628417969,,
2019-12-12 10:22:21:309,gps,30.487491020477446,114.44989913791132,25.70062256,2.83184528,19.54000092,0.23323807,9.95482349,108.90000153,0.39628839,28.439250946044922,58.23357009887695,49.53385543823242,39.82542419433594,34.674976348876946,39.5205192565918,,
2019-12-12 10:22:22:314,gps,30.487431893586567,114.45008972819501,25.11053467,2.83486843,19.67000008,0.53413481,9.99872398,109.50000000,0.42538089,35.665687561035156,65.25238800048828,53.63595199584961,35.33761978149414,35.56322479248047,43.75276565551758,,
2019-12-12 10:22:23:306,gps,30.487369554515613,114.45028565299302,25.15277100,2.80664015,19.84000015,0.58051699,10.00792599,109.90000153,0.43409833,21.72958755493164,62.46145248413086,50.7838249206543,35.8333625793457,36.50136184692383,44.24463653564453,,
2019-12-12 10:22:24:294,gps,30.4873082619003,114.45048823914104,25.51721191,2.70286918,19.75000000,0.22803509,9.96500587,110.30000305,0.46879900,24.434621810913086,57.06228637695313,45.50434494018555,33.00008010864258,34.21715545654297,35.80416488647461,,
2019-12-12 10:22:25:300,gps,30.487243932094504,114.45067726812634,26.40045166,2.78261328,19.73999977,0.20615529,9.95805931,110.50000000,0.42434040,31.356050491333008,60.26216125488281,45.24998474121094,37.719505310058594,33.96310043334961,38.84925079345703,,
2019-12-12 10:22:26:298,gps,30.487179861850898,114.4508711829865,26.12567139,2.78788233,19.59000015,0.23853721,9.95998001,110.19999695,0.42322612,27.538227081298828,61.620765686035156,43.5922737121582,44.77992630004883,36.42855453491211,39.32209396362305,,
2019-12-12 10:22:27:303,gps,30.487117677689444,114.45106670223954,26.26287842,2.75041914,19.27000046,0.59413803,10.02536678,109.90000153,0.45803615,28.237476348876953,61.19913101196289,51.959754943847656,42.75467300415039,34.42708206176758,39.05601501464844,,
2019-12-12 10:22:28:296,gps,30.487061309709226,114.45124843615665,26.31072998,2.83658838,18.73999977,0.46400431,9.98925781,109.80000305,0.44043681,30.475149154663086,62.0732650756836,49.725074768066406,40.48514938354492,36.8213996887207,39.66957473754883,,
2019-12-12 10:22:29:305,gps,30.487004705496453,114.45142747565632,26.53430176,2.77914858,18.17000008,0.57384670,10.00608730,110.19999695,0.45892355,35.690467834472656,65.15258026123047,49.626182556152344,43.45785903930664,28.78550148010254,40.868011474609375,,
2019-12-12 10:22:30:309,gps,30.486952566085616,114.45159874446924,26.08172607,2.70125866,17.79999924,0.23853721,9.96013355,110.59999847,0.46006495,36.3370475769043,57.5872802734375,45.83074188232422,43.49860000610352,34.08066940307617,39.398773193359375,,
2019-12-12 10:22:31:308,gps,30.48689708132097,114.45177173722628,26.43609619,2.71240282,17.85000038,0.84958816,10.04139709,110.80000305,0.46231928,30.12431526184082,58.03886795043945,48.05622100830078,48.46345138549805,33.72247314453125,46.36970138549805,,
2019-12-12 10:22:32:309,gps,30.486841892913887,114.45194608517662,26.14520264,2.73258400,17.68000031,0.26627055,9.96784878,110.69999695,0.50138819,30.511728286743164,59.52766418457031,48.713768005371094,42.00481033325195,37.28243637084961,40.43147277832031,,
2019-12-12 10:22:33:312,gps,30.48678692357721,114.45211513580695,26.11297607,2.77095437,17.54999924,0.53338540,10.00194836,110.90000153,0.50783014,32.52484893798828,62.24252319335938,43.13687133789063,44.509090423583984,38.4757194519043,46.885154724121094,,
2019-12-12 10:22:34:319,gps,30.486730642173008,114.45227930799487,25.74621582,2.76108027,17.46999931,0.24698178,9.96121788,110.59999847,0.46060118,20.809070587158203,57.63002395629883,46.48492813110352,29.466331481933594,37.97514724731445,42.83967590332031,,
2019-12-12 10:22:35:534,gps,30.48667233919312,114.45245383146133,25.56988525,2.50000000,17.44000053,0.27459061,9.96958351,111.09999847,0.50288391,24.54568099975586,62.78316879272461,43.45211410522461,44.03641891479492,34.322765350341804,41.81452560424805,,
2019-12-12 10:22:36:521,gps,30.486617104894478,114.45261856988886,25.42407227,2.50000000,17.25000000,0.50606322,10.00492859,111.50000000,0.50166094,26.738937377929688,58.11241912841797,54.8320198059082,45.80191421508789,36.75557327270508,37.14361190795898,,
2019-12-12 10:22:37:525,gps,30.486557468790934,114.45278306743333,25.01861572,2.61506629,17.35000038,0.59816384,10.00494003,112.40000153,0.48023844,28.617013931274414,61.26371765136719,45.9590950012207,40.02503967285156,36.41315078735352,32.621566772460945,,
2019-12-12 10:22:38:523,gps,30.486501585432805,114.45295131416133,24.57421875,2.60466218,17.71999931,0.26248810,9.96920967,111.59999847,0.46458849,35.56938171386719,61.5470085144043,48.16842651367188,35.20487976074219,33.59818649291992,37.03582000732422,,
2019-12-12 10:22:39:527,gps,30.486445317741566,114.45312629165817,24.04364014,2.68790793,18.26000023,0.29068884,9.97217655,111.19999695,0.44320494,30.721952438354492,65.14334106445311,42.29144287109375,39.535682678222656,32.0894775390625,34.369029998779304,,
2019-12-12 10:22:40:517,gps,30.486388053354503,114.45331414323799,23.56610107,2.67085648,18.85000038,0.33941126,9.98408699,110.69999695,0.47736448,25.519643783569336,56.1151008605957,43.516944885253906,44.21536636352539,37.0923080444336,41.02812194824219,,
2019-12-12 10:22:41:526,gps,30.486327837916257,114.45349635826165,23.45397949,2.61974049,19.25000000,0.24698178,9.96114159,110.19999695,0.43481156,31.354726791381836,63.60734939575195,51.88750457763672,37.44671630859375,36.55915069580078,35.36527633666992,,
2019-12-12 10:22:42:539,gps,30.486269153244425,114.45368284051824,23.06402588,2.65171361,19.07999992,0.20615529,9.95783615,109.80000305,0.43170834,32.76423263549805,64.41722106933594,45.50805282592773,45.12397766113281,33.730224609375,39.298377990722656,,
2019-12-12 10:22:43:529,gps,30.4862080527105,114.453876322173,23.01757812,2.50000000,18.89999962,0.22022715,9.96389389,109.50000000,0.47207257,27.531906127929688,63.99650955200195,46.05431365966797,45.98986434936523,34.86730194091797,37.35323333740234,,
2019-12-12 10:22:44:523,gps,30.48615198957957,114.45406108638413,23.15380859,2.54468346,18.81999969,0.50990194,10.00980568,109.30000305,0.47976017,42.13496398925781,62.18841171264648,42.43324279785156,46.21783447265625,33.082576751708984,39.4182243347168,,
2019-12-12 10:22:45:522,gps,30.48609556032593,114.45424823266809,23.60247803,2.54730272,18.85000038,0.21260291,9.96387291,109.00000000,0.47510305,27.874576568603516,61.60792922973633,53.02120971679688,34.627670288085945,34.73030471801758,42.51223754882813,,
2019-12-12 10:22:46:534,gps,30.486038933682465,114.45442841650151,23.53332520,2.50000000,18.60000038,0.20615529,9.95838833,108.40000153,0.43622327,32.66986083984375,60.98222732543945,46.30256271362305,32.062049865722656,31.8823299407959,38.08242416381836,,
2019-12-12 10:22:47:526,gps,30.485984752472476,114.45461062367394,23.17266846,2.50000000,18.44000053,0.49648768,9.98524570,107.59999847,0.44412947,28.348918914794922,60.20663452148438,58.232948303222656,38.53998565673828,33.30168914794922,41.67219161987305,,
2019-12-12 10:22:48:518,gps,30.485935643518193,114.45480173548012,22.95056152,2.50000000,18.54000092,0.25000000,9.96741962,106.90000153,0.47793624,33.10097885131836,58.17250061035156,46.05830764770508,42.8605842590332,32.49130249023437,36.40135192871094,,
2019-12-12 10:22:49:527,gps,30.485888489087053,114.4549803503663,22.83093262,2.54659891,18.76000023,0.53037721,10.00375175,106.19999695,0.44517210,33.97722625732422,61.06365966796875,49.02057266235352,44.59109878540039,33.94142532348633,47.77229309082031,,
2019-12-12 10:22:50:520,gps,30.485842297967913,114.45516674256852,22.83624268,2.58427405,18.77000046,0.69202602,10.01592731,106.09999847,0.45595676,30.09095573425293,59.354774475097656,47.02840805053711,42.41370010375977,33.466007232666016,36.39746856689453,,
