Time,Provider,Latitude,Longitude,Altitude,VerticalAccuracyMeters,Speed,SpeedAccuracyMetersPerSecond,Accuracy,Bearing,BearingAccuracyDegrees,beautiful,boring,depressing,lively,safety,wealthy,
2019-12-29 13:39:24:171,gps,30.50684726428471,114.39882741056363,19.46899414,2.83966923,10.39000034,1.82222390,9.93504620,256.60000610,7.05824375,31.400211334228516,63.27008438110352,51.01364135742188,41.54899597167969,26.015121459960934,39.86091613769531,
2019-12-29 13:39:25:167,gps,30.506821559376732,114.39873262212599,20.32928467,2.91530275,10.05000019,2.35287070,9.93504620,252.10000610,8.06080246,26.536632537841797,55.23160171508789,58.65987014770508,40.04492568969727,23.76240539550781,42.2491569519043,
2019-12-29 13:39:26:158,gps,30.50676774678602,114.3986409807094,21.38189697,3.20100236,10.50000000,1.32321572,9.93504620,238.60000610,5.27217913,16.88814926147461,61.282676696777344,57.39120483398438,36.37657165527344,31.091020584106445,38.47589492797852,
2019-12-29 13:39:27:164,gps,30.506719957678765,114.39855431928022,21.98870850,3.24575472,9.38000011,1.82200444,9.93504620,234.39999390,7.44798470,16.47038459777832,60.94495010375977,48.99211883544922,41.87517547607422,31.146953582763672,34.936302185058594,
2019-12-29 13:39:28:161,gps,30.506659440335355,114.39848238600783,22.55450439,3.19171262,9.11999989,2.08806133,9.93504620,226.80000305,7.40038347,25.314899444580078,66.15746307373047,48.53863906860352,32.74962615966797,30.397197723388672,25.525739669799805,
2019-12-29 13:39:29:167,gps,30.506603452577547,114.39843118240458,22.51647949,2.92323399,7.61999989,2.21603251,9.93504620,219.69999695,8.71957874,20.651567459106445,62.00555801391602,44.55728149414063,30.37418365478516,29.767614364624023,33.76654052734375,
2019-12-29 13:39:30:167,gps,30.506546817859544,114.3983881784448,23.31085205,3.22152328,6.71000004,2.17407441,9.93504620,208.19999695,16.79005432,24.603681564331055,59.6965217590332,39.686988830566406,31.06076240539551,34.633960723876946,33.804454803466804,
2019-12-29 13:39:31:166,gps,30.506499962422257,114.3983607749367,24.14361572,3.03479147,4.96000004,0.95015788,9.93504620,201.00000000,8.17743683,24.222719192504883,60.94874954223633,45.64936065673828,29.298065185546875,34.710323333740234,33.480392456054695,
2019-12-29 13:39:32:166,gps,30.506460349466757,114.39833412201149,24.54119873,3.15941668,4.82999992,0.78549349,9.93504620,199.50000000,5.56453991,19.93523597717285,59.62923431396485,40.498966217041016,27.847450256347656,31.54919624328613,32.956417083740234,
2019-12-29 13:39:33:163,gps,30.50641634874124,114.39831621850959,24.04113770,3.89627123,4.23999977,1.00124919,9.93504620,194.60000610,8.61038780,20.075904846191406,62.25796890258789,40.04634475708008,32.31427001953125,34.514114379882805,30.108509063720703,
2019-12-29 13:39:34:165,gps,30.50637649894621,114.39829753536901,24.16949463,4.57599020,4.90999985,1.37200582,10.10998058,200.50000000,10.86875343,17.87689208984375,65.99466705322266,44.02897262573242,35.47320556640625,34.86252975463867,28.45486259460449,
2019-12-29 13:39:35:156,gps,30.506322525098412,114.3982794709687,24.83996582,5.30201244,5.55000019,1.33206606,10.20392323,198.80000305,10.27739048,19.003517150878906,64.20320129394531,52.10487747192383,40.46834182739258,32.066482543945305,37.45378112792969,
2019-12-29 13:39:36:163,gps,30.5062646405255,114.39826255619337,25.56994629,4.57776976,5.94999981,0.82134038,10.04014874,195.80000305,6.01157713,18.64206314086914,61.16009521484375,50.10680389404297,38.393470764160156,31.051591873168945,37.38027572631836,
2019-12-29 13:39:37:164,gps,30.506214068927633,114.39824748201502,26.61444092,4.15106010,4.88000011,0.62369865,9.93504620,192.19999695,5.52601910,22.691436767578125,67.72006225585939,49.09802627563477,36.19860076904297,30.972719192504886,31.297496795654297,
2019-12-29 13:39:38:172,gps,30.506168101833595,114.39823992811658,26.50640869,3.77742910,4.84999990,0.76576757,9.93504620,188.89999390,6.66494703,19.568511962890625,71.98191833496094,46.22135543823242,33.39905548095703,27.87199592590332,31.62809181213379,
2019-12-29 13:39:39:165,gps,30.506122555831492,114.39823470421797,24.23815918,3.78590918,5.69999981,0.59405386,9.93504620,180.80000305,4.01728773,6.998044967651367,63.21835327148438,54.61083221435547,29.25194358825684,24.43541145324707,33.769012451171875,
2019-12-29 13:39:40:163,gps,30.50606631439753,114.39824837910155,23.71057129,3.80861139,6.28999996,0.77935869,9.93504620,172.19999695,4.41534853,17.926708221435547,69.69880676269531,51.25407409667969,30.37966728210449,27.406381607055664,39.580543518066406,
2019-12-29 13:39:41:165,gps,30.5060107431667,114.39826206403477,22.54370117,3.14580154,6.61999989,0.89044935,9.93504620,171.19999695,4.77735853,14.664650917053223,60.56537246704102,52.3094482421875,45.82914352416992,37.92239379882813,43.85112762451172,
2019-12-29 13:39:42:164,gps,30.505942710193654,114.39828071778791,22.84771729,3.10464692,7.38000011,0.77233410,9.93504620,164.60000610,4.54750109,6.739778518676758,67.81452941894531,53.46179962158203,41.58232879638672,37.29816055297852,40.48653793334961,
2019-12-29 13:39:43:168,gps,30.505877500238057,114.39830465167682,24.12994385,3.01155901,8.39000034,0.74966657,9.93504620,160.00000000,4.19793177,22.13407325744629,62.27821350097656,55.34475708007813,45.03762817382813,32.10495376586914,38.95702362060547,
2019-12-29 13:39:44:161,gps,30.505801914189536,114.3983458642957,23.43896484,2.88878870,9.39999962,0.76419890,9.93504620,155.00000000,3.85529256,24.221832275390625,61.35791015625,55.97212219238281,45.8311996459961,39.239990234375,47.2382926940918,
2019-12-29 13:39:45:164,gps,30.505723080169762,114.39839463638548,23.09838867,2.65039635,10.09000015,0.74966657,9.93504620,150.30000305,3.49511123,25.05746078491211,65.76121520996094,57.03911590576172,53.36365127563477,34.085655212402344,45.70737838745117,
2019-12-29 13:39:46:155,gps,30.505643232615032,114.3984603678543,22.36853027,2.53999829,10.77000046,0.69426221,9.93504620,143.89999390,2.76582861,24.657569885253906,65.06765747070311,61.32328414916992,46.5698356628418,33.15282821655273,48.15939712524414,
2019-12-29 13:39:47:166,gps,30.505573398194095,114.39852676997714,22.30493164,2.54133773,10.32999992,1.49966657,9.93504620,142.69999695,6.44518471,12.044458389282227,66.04490661621094,48.73813247680664,43.36355590820313,38.98084259033203,42.5809440612793,
2019-12-29 13:39:48:166,gps,30.505504987029333,114.39860070178067,22.66772461,2.50000000,10.39000034,1.93080294,9.93504620,137.89999390,6.94404745,14.723482131958008,64.99223327636719,51.25456237792969,41.295494079589844,34.695995330810554,44.25032043457031,
2019-12-29 13:39:49:170,gps,30.505449999110553,114.39869842364956,21.49639893,2.51258659,10.47999954,1.17388248,9.93504620,127.09999847,5.12444782,18.38286781311035,59.99652862548828,56.47148132324219,36.9429817199707,43.464317321777344,39.81906509399414,
2019-12-29 13:39:50:167,gps,30.50540893851763,114.39880510592042,22.23327637,2.50000000,10.28999996,0.57314920,9.93504620,115.69999695,2.46788692,13.813228607177734,60.89813232421875,59.1259880065918,35.8382682800293,34.411949157714844,37.52128601074219,
2019-12-29 13:39:51:181,gps,30.505375283479587,114.39889567904656,22.28430176,2.56812716,9.64999962,1.13951743,9.93504620,109.30000305,5.18172264,19.356475830078125,63.77001190185547,59.8370590209961,36.63303756713867,35.78263854980469,37.99396514892578,
2019-12-29 13:39:52:158,gps,30.505354706867635,114.39899881230211,22.87750244,2.50000000,9.47000027,0.83737683,9.93504620,100.50000000,3.74754167,20.369853973388672,66.15052032470703,61.01763534545898,46.17703628540039,31.30484390258789,33.01522445678711,
2019-12-29 13:39:53:155,gps,30.505340127900723,114.39909207612658,23.65600586,2.62529755,8.68000031,1.27561748,9.93504620,99.80000305,6.98385525,23.939090728759766,57.15763473510742,63.53226089477539,40.09629821777344,32.634754180908196,35.37686538696289,
2019-12-29 13:39:54:168,gps,30.505344172236157,114.39918005148196,24.12207031,2.71059537,8.35999966,1.25495017,9.93504620,91.40000153,6.10334396,30.535743713378906,62.76374053955078,48.15381622314453,41.077415466308594,28.59152030944824,35.69523239135742,
2019-12-29 13:39:55:164,gps,30.50535207724486,114.39926755684164,23.41644287,2.50000000,8.36999989,1.30096114,9.93504620,85.30000305,6.19141483,25.900115966796875,59.60211563110352,49.90422058105469,38.449485778808594,34.31405258178711,34.73415756225586,
2019-12-29 13:39:56:169,gps,30.505365803254392,114.39935385243186,22.98559570,2.68963432,7.78999996,0.58600342,9.93504620,75.80000305,2.93664527,23.55412483215332,58.13237380981445,48.09642791748047,31.769886016845703,29.412109375,32.82324981689453,
2019-12-29 13:39:57:172,gps,30.5053868048216,114.39942273953804,22.92968750,2.62055945,6.90000010,0.52478570,9.93504620,69.59999847,2.53304553,27.078311920166016,56.08823013305664,45.63570022583008,36.73954391479492,31.952775955200195,34.329402923583984,
2019-12-29 13:39:58:168,gps,30.505403875743824,114.39949368592704,21.85571289,2.65817285,6.86999989,1.50233150,9.93504620,66.90000153,10.68407536,28.762981414794922,61.77287292480469,43.9868392944336,31.05829620361328,29.222545623779297,35.927085876464844,
2019-12-29 13:39:59:168,gps,30.50543434692907,114.39955462401707,22.28509521,2.71949410,6.88999987,1.10308659,9.93504620,61.70000076,7.38309908,28.278629302978516,60.12301635742188,43.77305603027344,33.93689727783203,31.942012786865234,35.104156494140625,
2019-12-29 13:40:00:164,gps,30.505465989551315,114.3996190317596,22.29876709,2.63650227,6.76000023,0.94625580,9.93504620,59.50000000,5.28558254,27.5026912689209,55.35320663452149,42.78168869018555,35.635284423828125,33.989776611328125,38.67890930175781,
2019-12-29 13:40:01:171,gps,30.505509612451633,114.39967444109355,19.90496826,2.77760410,7.30999994,0.83815271,9.93504620,56.90000153,4.34288740,33.94085693359375,59.9769401550293,37.91447067260742,26.743526458740234,33.67972946166992,33.793312072753906,
2019-12-29 13:40:02:170,gps,30.505551187200666,114.39973723947752,20.32006836,2.78326702,7.61999989,0.92357999,9.93504620,54.20000076,4.38937187,30.171096801757812,57.20680618286133,38.61473083496094,44.82691192626953,35.95859146118164,30.92794609069824,
2019-12-29 13:40:03:166,gps,30.50559063986989,114.39979638781155,20.26647949,2.50000000,7.32000017,0.62769419,9.93504620,48.20000076,2.89627886,37.35906219482422,56.63038635253906,38.25599670410156,28.77516746520996,31.58056449890137,36.26373672485352,
2019-12-29 13:40:04:168,gps,30.505631098211698,114.39984258723776,21.00244141,2.50000000,5.73000002,0.49739319,9.93504620,39.59999847,2.82691407,38.00566482543945,53.24253463745117,32.260826110839844,26.88113594055176,30.897932052612305,34.418228149414055,
2019-12-29 13:40:05:174,gps,30.505671812108297,114.39987593776588,20.95678711,2.50000000,5.90999985,1.26063478,9.93504620,32.70000076,9.29317474,32.92076110839844,55.14459228515625,36.9612922668457,21.141576766967773,31.51287651062012,38.392276763916016,
2019-12-29 13:40:06:169,gps,30.505722791754145,114.39991707841122,19.85205078,2.50000000,7.63999987,1.35793960,9.93504620,31.79999924,7.78903437,35.58101272583008,58.19257354736328,40.51507186889648,27.858354568481445,33.74917984008789,34.52821731567383,
2019-12-29 13:40:07:170,gps,30.505790572750143,114.39994746146752,19.43060303,2.50000000,9.85000038,0.97097892,9.93504620,22.50000000,3.46273971,32.7715950012207,58.8646125793457,43.749603271484375,25.70710754394531,27.74859046936035,33.247665405273445,
2019-12-29 13:40:08:170,gps,30.50587592022618,114.39998130568041,19.34759521,2.50000000,11.02999973,0.44944412,9.93504620,17.39999962,1.45611703,40.44719696044922,61.03528594970703,44.98815155029297,36.818172454833984,28.148054122924805,34.79327392578125,
2019-12-29 13:40:09:178,gps,30.505975229038224,114.40000672188344,18.65795898,2.50000000,11.52000046,0.67977935,9.93504620,9.80000019,1.72392464,30.468101501464844,60.49411392211914,39.94821548461914,30.3066463470459,27.78492927551269,31.382293701171875,
2019-12-29 13:40:10:168,gps,30.50607563256888,114.40001563977683,18.05596924,2.50000000,11.44999981,0.80956781,9.93504620,2.29999995,1.97182524,32.848724365234375,53.61734008789063,46.55039596557617,28.092493057250977,28.14182472229004,32.321731567382805,
2019-12-29 13:40:11:170,gps,30.506177082123532,114.40001188900234,18.67962646,2.50000000,11.40999985,0.72449982,9.93504620,353.89999390,1.83716214,29.463624954223633,57.93061828613281,43.437686920166016,37.2033576965332,33.862098693847656,33.70882797241211,
2019-12-29 13:40:12:167,gps,30.50627791572368,114.3999911598265,18.53265381,2.50000000,11.47999954,0.87783825,9.93504620,345.39999390,3.34482741,24.82225227355957,59.77589797973633,43.424415588378906,23.882429122924805,34.24182510375977,32.978744506835945,
2019-12-29 13:40:13:169,gps,30.506368850354193,114.39995302142998,18.36596680,2.50000000,11.22000027,0.81835198,9.93504620,337.20001221,2.96565628,30.508867263793945,59.49087142944336,50.42490768432617,31.432891845703125,36.574073791503906,34.36052703857422,
2019-12-29 13:40:14:178,gps,30.506459281655587,114.39990580376676,18.35681152,2.50000000,11.27999973,0.79812282,9.93504620,331.70001221,2.82125783,33.92066192626953,57.85789108276367,48.45568466186523,43.60558700561523,36.73949432373047,42.15620422363281,
2019-12-29 13:40:15:171,gps,30.50654677913905,114.39985038648466,18.48284912,2.50000000,11.21000004,0.68249542,9.93504620,326.70001221,2.47471619,26.27275848388672,58.86314392089844,61.84486389160156,50.46187973022461,37.72953796386719,45.79255294799805,
2019-12-29 13:40:16:161,gps,30.506628331837128,114.39978678925492,18.38140869,2.50000000,11.01000023,0.97616595,9.93504620,322.79998779,2.81457448,24.723974227905273,66.50910949707031,58.8190803527832,48.87053298950195,36.166500091552734,45.937583923339844,
2019-12-29 13:40:17:168,gps,30.50670474155366,114.39971963168584,18.48046875,2.50000000,10.03999996,0.86267030,9.93504620,320.39999390,3.14860249,23.42099952697754,59.704368591308594,50.8111572265625,45.51264572143555,38.23912048339844,43.03230667114258,
2019-12-29 13:40:18:159,gps,30.506763629597554,114.39966332149315,18.60137939,2.50000000,7.96999979,1.09480596,9.93504620,318.60000610,5.67525721,26.975730895996094,68.81638336181639,57.79877471923828,35.47201919555664,29.98944854736328,49.26944351196289,
2019-12-29 13:40:19:177,gps,30.50681902696958,114.39960847073145,18.27679443,2.50000000,7.88999987,1.20615089,9.93504620,318.89999390,6.40800333,19.026710510253906,67.83087921142578,48.81888198852539,40.55407333374024,36.12446975708008,40.86025619506836,
2019-12-29 13:40:20:161,gps,30.50687801844894,114.39956235947294,17.22412109,2.50000000,8.19999981,0.91836810,9.93504620,326.79998779,4.18607759,30.886035919189453,61.41189575195313,56.308311462402344,42.26676940917969,38.69013977050781,30.72409248352051,
2019-12-29 13:40:21:169,gps,30.50694363559036,114.39952659791822,17.52722168,2.50000000,8.18999958,0.88729930,9.93504620,337.60000610,4.52108192,32.61055374145508,58.67935180664063,55.49402618408203,37.6279296875,28.070646286010746,31.885053634643555,
2019-12-29 13:40:22:162,gps,30.5070064969649,114.39950501501698,16.90997314,2.50000000,7.21000004,1.35247922,9.93504620,343.00000000,7.29216862,25.35584259033203,58.62146377563477,50.66441345214844,34.04020309448242,33.980789184570305,32.82695770263672,
2019-12-29 13:40:23:169,gps,30.50707666627077,114.39949925156999,16.95153809,2.50000000,7.84000015,1.72046506,9.93504620,354.50000000,7.02351713,32.549705505371094,63.05778121948242,52.86602020263672,43.60927200317383,33.79185104370117,27.81337547302246,
2019-12-29 13:40:24:162,gps,30.50716198329141,114.39950204881268,17.76123047,2.50000000,9.59000015,1.28144455,9.93504620,0.80000001,5.93252325,23.49512481689453,59.82776641845703,49.53174209594727,35.51716232299805,32.19247055053711,29.587188720703125,
2019-12-29 13:40:25:167,gps,30.50725590270474,114.39950418685497,17.78845215,2.50000000,10.77999973,1.06150842,9.93504620,1.10000002,4.31695366,25.07939338684082,58.38088989257813,44.21973419189453,39.0307846069336,31.362119674682614,25.74157905578613,
2019-12-29 13:40:26:163,gps,30.507358684408583,114.39950515575757,17.59033203,2.50000000,11.68999958,1.52761257,9.93504620,0.40000001,5.37663221,26.24582862854004,61.314735412597656,48.601600646972656,40.12981033325195,31.0943660736084,37.1861457824707,
2019-12-29 13:40:27:169,gps,30.507474591164875,114.3995089955931,17.47143555,2.50000000,12.98999977,1.76105082,9.93504620,1.20000005,4.87429333,31.83318519592285,59.95300674438477,48.00682067871094,43.08451843261719,35.54194641113281,28.42667388916016,
2019-12-29 13:40:28:167,gps,30.507597581560802,114.39951689574377,16.97613525,2.50000000,13.82999992,2.04474926,9.93504620,2.00000000,5.44466352,35.44511032104492,63.486244201660156,48.70246887207031,39.02241516113281,37.61832046508789,33.492706298828125,
2019-12-29 13:40:29:173,gps,30.50773280889297,114.39953364629429,16.24768066,2.50000000,15.31999969,1.10751975,9.93504620,5.50000000,3.00222063,35.0220947265625,61.58143997192383,47.60784530639648,39.6985969543457,33.833358764648445,34.41123580932617,
2019-12-29 13:40:30:167,gps,30.50787305666367,114.3995473275038,16.00848389,2.50000000,15.92000008,1.70552039,9.93504620,4.09999990,4.71018362,29.978565216064453,63.5294418334961,49.62049865722656,42.53557586669922,28.65008354187012,43.15085220336914,
2019-12-29 13:40:31:177,gps,30.508021615951225,114.39955811965179,15.58270264,2.50000000,16.46999931,2.11021328,9.93504620,4.09999990,4.51091671,33.36623001098633,63.02344512939453,54.02695846557617,44.214317321777344,29.675067901611328,40.06036758422852,
2019-12-29 13:40:32:169,gps,30.508166146558835,114.39957599089571,15.58422852,2.50000000,16.43000031,1.29402471,9.93504620,5.19999981,3.60970163,28.773603439331055,61.04761505126953,56.69235610961914,48.90800857543945,34.87238311767578,41.50665664672852,
2019-12-29 13:40:33:172,gps,30.50831445818476,114.39959345248695,15.61236572,2.50000000,16.70999908,1.68671274,9.93504620,5.30000019,4.12671232,38.048912048339844,64.73012542724611,57.28053283691406,42.69868469238281,36.356143951416016,38.94154739379883,
2019-12-29 13:40:34:170,gps,30.508465980810318,114.39961093434275,15.38323975,2.50000000,16.76000023,2.03342080,9.93504620,6.09999990,4.23251677,23.40349769592285,64.4473876953125,53.22782516479492,49.6702880859375,40.96609115600586,48.32046508789063,
2019-12-29 13:40:35:168,gps,30.508614655745355,114.39963733522127,15.75415039,2.50000000,16.86000061,1.91002619,9.93504620,8.30000019,5.34924412,28.05702018737793,61.88261032104492,57.23272705078125,54.3277816772461,41.31221389770508,42.55288696289063,
2019-12-29 13:40:36:176,gps,30.50876694008919,114.39965896677069,15.16851807,2.50000000,16.81999969,1.99904978,9.93504620,7.40000010,4.15586805,34.74161911010742,61.309913635253906,53.7010383605957,56.4836540222168,37.16533660888672,42.533935546875,
2019-12-29 13:40:37:166,gps,30.50891777608492,114.39968651768355,15.03881836,2.50000000,16.79999924,2.08968902,9.93504620,6.80000019,4.25463295,26.858928680419922,58.84298706054688,54.04357528686523,59.46424102783203,41.25441360473633,49.285057067871094,
2019-12-29 13:40:38:164,gps,30.50906962456726,114.39969191049695,15.12548828,2.50000000,16.70000076,2.10523152,9.93504620,5.00000000,4.29045439,24.762598037719727,59.77255249023438,64.71317291259766,51.36454772949219,35.88821029663086,46.05512237548828,
2019-12-29 13:40:39:168,gps,30.50921751393379,114.39970319247305,15.16735840,2.50000000,16.48999977,2.11151600,9.93504620,3.09999990,4.33052540,22.922203063964844,68.56223297119139,70.02946472167969,55.00203323364258,31.828725814819336,39.601524353027344,
2019-12-29 13:40:40:162,gps,30.509371182057823,114.3997058656686,15.52526855,2.50000000,16.27000046,1.11825752,9.93504620,358.39999390,2.73432994,22.098472595214844,57.66728973388672,58.34626388549805,40.94784164428711,40.69225692749024,47.73722839355469,
2019-12-29 13:40:41:170,gps,30.509511647226198,114.39971159745492,15.73333740,2.50000000,15.57999992,1.98305321,9.93504620,1.10000002,4.61192226,28.293840408325195,64.47164916992189,61.090293884277344,51.07721328735352,38.74943923950195,46.7590217590332,
2019-12-29 13:40:42:167,gps,30.509657575037405,114.39969165185968,15.76147461,2.50000000,15.93999958,1.31034350,9.93504620,354.39999390,4.17978144,16.17978286743164,62.50566101074219,60.63308334350586,49.00909042358398,36.91697311401367,44.10984802246094,
2019-12-29 13:40:43:168,gps,30.509800555013847,114.39968037527652,14.98028564,2.50000000,15.53999996,1.48499155,9.93504620,356.60000610,3.83011436,19.31611442565918,59.69051742553711,60.94572448730469,50.0785026550293,40.15157699584961,39.49872589111328,
2019-12-29 13:40:44:168,gps,30.509939065778596,114.39967516779988,15.30187988,2.50000000,15.11999989,1.78910589,9.93504620,357.60000610,3.99928617,36.50606918334961,58.22988891601562,57.92850112915039,35.88431930541992,37.93899917602539,40.77775573730469,
2019-12-29 13:40:45:166,gps,30.51006782675089,114.3997072963827,12.80212402,2.79770947,14.65999985,1.00124919,9.93504620,2.59999990,2.49817872,28.330589294433594,64.05560302734375,56.8751449584961,46.382728576660156,36.20372772216797,33.14047622680664,
2019-12-29 13:40:46:166,gps,30.510201178381017,114.39970892789123,12.66772461,2.84923935,14.85999966,1.56984079,9.93504620,2.29999995,4.40853786,39.48435592651367,57.01624298095703,59.19343566894531,37.786415100097656,37.99398040771485,35.96123123168945,
2019-12-29 13:40:47:168,gps,30.510337294289194,114.39972023882835,13.28411865,2.50000000,15.14000034,1.90924072,9.93504620,3.90000010,4.22055292,32.67171859741211,57.85131072998047,61.07801818847656,47.55382919311523,32.46215057373047,34.89229965209961,
2019-12-29 13:40:48:161,gps,30.5104708808188,114.39973549920367,12.82269287,2.50000000,15.21000004,1.93072522,9.93504620,4.80000019,4.17947578,28.48384666442871,46.26338577270508,55.33187866210938,37.39086151123047,33.147327423095696,37.141761779785156,
2019-12-29 13:40:49:168,gps,30.51060765928037,114.39975343961723,12.67559814,2.55637860,15.17000008,1.92338240,9.93504620,5.59999990,4.17693567,30.38503646850586,52.3602294921875,54.96187210083008,45.47455978393555,43.21510314941406,37.234619140625,
2019-12-29 13:40:50:164,gps,30.510741685459955,114.39976727013087,12.80004883,2.52342463,14.85999966,1.95181966,9.93504620,6.50000000,4.24770355,36.039676666259766,56.39586639404297,55.30809020996094,45.74261093139648,38.71538543701172,41.38005065917969,
2019-12-29 13:40:51:168,gps,30.510868760262067,114.3997832698396,12.90350342,2.53045774,14.01000023,2.06552649,9.93504620,7.09999990,4.71840763,24.3468017578125,58.32493209838867,58.82793426513672,58.00613784790039,34.34582901000977,37.75883483886719,
2019-12-29 13:40:52:162,gps,30.510988872295627,114.39979747908563,12.90283203,2.53827167,13.19999981,2.11624670,9.93504620,7.09999990,5.01361275,25.161828994750977,57.79287338256836,61.16704177856445,57.02394104003906,34.16330337524414,41.82976913452149,
2019-12-29 13:40:53:167,gps,30.511105032212644,114.39980909820613,13.09240723,2.68229389,12.73999977,2.02232528,9.93504620,7.30000019,4.89489937,29.190467834472656,59.79891586303711,60.33284378051758,61.41410446166992,29.87899208068848,45.83866500854492,
2019-12-29 13:40:54:163,gps,30.511211839000627,114.39982000656671,13.17291260,2.50000000,11.72999954,1.98035347,9.93504620,7.90000010,5.20896721,27.468067169189453,55.32574844360352,56.99866104125977,51.57342910766602,34.43075942993164,47.42776489257813,
2019-12-29 13:40:55:160,gps,30.511314188273317,114.39984202353654,13.28991699,3.22017360,11.27000046,1.99424171,9.93504620,9.30000019,5.52258015,30.337621688842773,58.15362930297852,60.93613815307617,44.83833694458008,41.135414123535156,50.89408874511719,
2019-12-29 13:40:56:162,gps,30.51141075649934,114.39986620978132,13.44079590,3.34557152,10.89000034,2.22146344,9.93504620,10.60000038,6.84301615,27.31438636779785,56.68041610717773,57.677978515625,47.5037727355957,39.32849502563477,43.22508239746094,
2019-12-29 13:40:57:165,gps,30.51150913439039,114.39988784639156,13.56054688,3.63801694,10.94999981,2.35410285,10.08893585,11.39999962,7.13818169,26.7001895904541,63.056396484375,55.43012237548828,44.39724731445313,36.17048263549805,33.15079498291016,
2019-12-29 13:40:58:163,gps,30.511611104978734,114.39991412286113,13.60577393,3.62816262,11.25000000,2.70830202,10.13143444,11.60000038,8.59383965,30.75606918334961,59.77269744873047,57.08175277709961,30.313730239868164,33.50822067260742,38.306243896484375,
2019-12-29 13:40:59:167,gps,30.51171076939392,114.39992454059032,13.76306152,3.47544909,11.28999996,2.56550193,10.07521152,9.60000038,7.33467817,29.129819869995117,59.30931854248047,55.39671325683594,42.48857879638672,36.14860153198242,46.3675422668457,
2019-12-29 13:41:00:169,gps,30.51179424454016,114.39992253806807,12.29553223,3.40721512,11.21000004,1.62631488,9.93504620,9.30000019,4.83383179,35.826473236083984,53.24256134033203,54.31559753417969,34.57379913330078,31.48631858825684,32.292591094970696,
2019-12-29 13:41:01:163,gps,30.511898513457297,114.39994188535232,12.52038574,3.59032083,11.31000042,1.30782259,9.93504620,9.80000019,2.98529220,22.350793838500977,61.67422866821289,58.51199340820313,49.60084915161133,34.996780395507805,43.38030242919922,
2019-12-29 13:41:02:168,gps,30.51199621249758,114.39996756143971,12.65502930,3.54912281,11.11999989,1.90965962,9.93504620,9.39999962,6.57680941,31.334718704223633,60.76734161376953,53.228431701660156,44.83034133911133,36.54108047485352,41.9782829284668,
2019-12-29 13:41:03:163,gps,30.512092198004314,114.39998447819461,12.89709473,3.44095349,10.77999973,2.02277040,9.93504620,8.69999981,5.85664988,38.96959686279297,60.33780288696289,51.47565841674805,40.147403717041016,30.3942813873291,33.94759750366211,
2019-12-29 13:41:04:160,gps,30.51218730254114,114.39999935505773,12.98175049,3.33426642,10.78999996,1.97314465,9.93504620,8.60000038,5.86654902,34.487648010253906,53.74333572387695,50.4584846496582,46.68323516845703,35.056751251220696,45.10438537597656,
2019-12-29 13:41:05:164,gps,30.51228565992978,114.40001966166163,12.08117676,3.43697739,11.05000019,2.16279912,9.93504620,8.69999981,6.82732248,38.147499084472656,53.77619934082031,55.01412963867188,53.754249572753906,32.44034957885742,48.64189529418945,
2019-12-29 13:41:06:168,gps,30.512391169684744,114.40004042882508,11.99005127,3.64171100,11.92000008,1.42056322,9.93504620,10.19999981,4.48343039,37.09267044067383,58.726768493652344,51.72927474975586,45.382667541503906,38.73717880249024,39.255592346191406,
2019-12-29 13:41:07:160,gps,30.512500993265242,114.40006858560301,13.54980469,3.48281312,11.81000042,1.01950967,9.93504620,10.60000038,2.03542829,37.53794860839844,50.2105484008789,53.2949104309082,39.15914916992188,42.39925765991211,46.589088439941406,
2019-12-29 13:41:08:165,gps,30.512600313655465,114.40009701139893,11.93124390,3.47146273,11.60000038,0.97575611,9.93504620,11.89999962,2.25731468,40.88275909423828,56.13793563842773,53.11235046386719,40.67259979248047,36.9766731262207,42.589576721191406,
2019-12-29 13:41:09:165,gps,30.51270068523546,114.40012808697479,12.22387695,3.98698139,11.25000000,0.92913938,9.93504620,13.80000019,3.00726819,36.89281463623047,58.63361358642578,52.93427276611328,32.46609115600586,36.95683288574219,38.76040267944336,
2019-12-29 13:41:10:206,gps,30.5128023758734,114.40015520303517,12.70117188,2.96446085,11.50000000,0.93236262,9.93504620,13.80000019,3.27331972,25.523889541625977,53.07678604125977,45.49882888793945,33.69993209838867,37.02542114257813,46.93745803833008,
2019-12-29 13:41:11:166,gps,30.51290227681264,114.4001849586248,13.32409668,3.25153780,11.55000019,0.93861598,9.93504620,13.30000019,3.31295562,21.068340301513672,60.2696762084961,52.17719268798828,34.053375244140625,38.07584762573242,49.28142929077149,
2019-12-29 13:41:12:171,gps,30.513001166230907,114.40021115446666,14.02661133,3.14367437,11.18999958,0.85440040,9.93504620,10.50000000,2.67087030,29.827077865600586,57.82299041748047,55.31676483154297,32.72400283813477,36.17013168334961,38.51290893554688,
2019-12-29 13:41:13:169,gps,30.513111278616787,114.40023583142117,15.29956055,3.19125032,11.44999981,0.78892332,9.93504620,11.30000019,2.30015182,21.474000930786133,54.57299041748047,55.446693420410156,37.60998153686523,38.05683517456055,44.19908142089844,
2019-12-29 13:41:14:168,gps,30.513216088306,114.40025736822793,14.89318848,3.02544665,11.56000042,0.83006024,9.93504620,10.89999962,2.43519497,30.776670455932617,58.11011505126953,53.54103088378906,29.30817031860352,36.50529861450195,44.18012237548828,
